Sequence+H1A1:H1,Source,Feature,Start,End,Score,Strand,Frame,Attributes,,,,,,,,
Contig_53_145.896,.,gene,1494,2246,.,-,.,ID=gene-pgaptmp_000575;Name=pgaptmp_000575;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000575,,,,,,,,
Contig_53_145.896,Protein Homology,CDS,1494,2246,.,-,0,ID=cds-pgaptmp_000575;Parent=gene-pgaptmp_000575;Name=extdb:pgaptmp_000575;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010875044.1;locus_tag=pgaptmp_000575;product=hypothetical protein;protein_id=extdb:pgaptmp_000575;transl_table=4,,,,,,,,
Contig_53_145.896,.,gene,2233,3045,.,-,.,ID=gene-pgaptmp_000576;Name=pgaptmp_000576;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000576,,,,,,,,
Contig_53_145.896,Protein Homology,CDS,2233,3045,.,-,0,ID=cds-pgaptmp_000576;Parent=gene-pgaptmp_000576;Name=extdb:pgaptmp_000576;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010875045.1;locus_tag=pgaptmp_000576;product=ParA family protein;protein_id=extdb:pgaptmp_000576;transl_table=4,,,,,,,,
Contig_53_145.896,.,gene,3792,4934,.,+,.,ID=gene-pgaptmp_000577;Name=dnaN;gbkey=Gene;gene=dnaN;gene_biotype=protein_coding;locus_tag=pgaptmp_000577,,,,,,,,
Contig_53_145.896,Protein Homology,CDS,3792,4934,.,+,0,ID=cds-pgaptmp_000577;Parent=gene-pgaptmp_000577;Name=extdb:pgaptmp_000577;Ontology_term=GO:0006260,GO:0003887,GO:0009360;gbkey=CDS;gene=dnaN;go_component=DNA polymerase III complex|0009360||IEA;go_function=DNA-directed DNA polymerase activity|0003887||IEA;go_process=DNA replication|0006260||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874358.1;locus_tag=pgaptmp_000577;product=DNA polymerase III subunit beta;protein_id=extdb:pgaptmp_000577;transl_table=4,,,,,,
Contig_53_145.896,.,gene,4938,5867,.,+,.,ID=gene-pgaptmp_000578;Name=pgaptmp_000578;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000578,,,,,,,,
Contig_53_145.896,Protein Homology,CDS,4938,5867,.,+,0,ID=cds-pgaptmp_000578;Parent=gene-pgaptmp_000578;Name=extdb:pgaptmp_000578;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_019830484.1;locus_tag=pgaptmp_000578;product=J domain-containing protein;protein_id=extdb:pgaptmp_000578;transl_table=4,,,,,,,,
Contig_53_145.896,.,gene,5954,6402,.,+,.,ID=gene-pgaptmp_000579;Name=pgaptmp_000579;end_range=6402,.;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000579;partial=true,,,,,,,
Contig_53_145.896,Protein Homology,CDS,5954,6402,.,+,0,ID=cds-pgaptmp_000579;Parent=gene-pgaptmp_000579;Name=extdb:pgaptmp_000579;end_range=6402,.;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_009885560.1;locus_tag=pgaptmp_000579;partial=true;product=ATP-binding protein;protein_id=extdb:pgaptmp_000579;transl_table=4,,,,,,,
Contig_54_156.812,Local,region,1,7484,.,+,.,ID=Contig_54_156.812:1..7484;Dbxref=taxon:2104;Name=ANONYMOUS;gbkey=Src;genome=chromosome;mol_type=genomic DNA;strain=Mympn_M547,,,,,,,,
Contig_54_156.812,.,gene,1,1001,.,-,.,ID=gene-pgaptmp_000580;Name=pgaptmp_000580;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000580;partial=true;start_range=.,1,,,,,,,
Contig_54_156.812,Protein Homology,CDS,1,1001,.,-,0,ID=cds-pgaptmp_000580;Parent=gene-pgaptmp_000580;Name=extdb:pgaptmp_000580;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874396.1;locus_tag=pgaptmp_000580;partial=true;product=DUF240 domain-containing protein;protein_id=extdb:pgaptmp_000580;start_range=.,1;transl_table=4,,,,,,,
Contig_54_156.812,.,gene,1403,1753,.,+,.,ID=gene-pgaptmp_000581;Name=pgaptmp_000581;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000581,,,,,,,,
Contig_54_156.812,Protein Homology,CDS,1403,1753,.,+,0,ID=cds-pgaptmp_000581;Parent=gene-pgaptmp_000581;Name=extdb:pgaptmp_000581;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874395.1;locus_tag=pgaptmp_000581;product=DUF16 domain-containing protein;protein_id=extdb:pgaptmp_000581;transl_table=4,,,,,,,,
Contig_54_156.812,.,pseudogene,2017,2459,.,+,.,ID=gene-pgaptmp_000582;Name=pgaptmp_000582;gbkey=Gene;gene_biotype=pseudogene;locus_tag=pgaptmp_000582;pseudo=true,,,,,,,,
Contig_54_156.812,Protein Homology,CDS,2017,2459,.,+,0,ID=cds-pgaptmp_000582;Parent=gene-pgaptmp_000582;Note=frameshifted;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874857.1;locus_tag=pgaptmp_000582;product=DUF16 domain-containing protein;pseudo=true;transl_table=4,,,,,,,,
Contig_54_156.812,.,gene,2593,4614,.,-,.,ID=gene-pgaptmp_000583;Name=pgaptmp_000583;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000583,,,,,,,,
Contig_54_156.812,Protein Homology,CDS,2593,4614,.,-,0,ID=cds-pgaptmp_000583;Parent=gene-pgaptmp_000583;Name=extdb:pgaptmp_000583;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874393.1;locus_tag=pgaptmp_000583;product=DUF237 domain-containing protein;protein_id=extdb:pgaptmp_000583;transl_table=4,,,,,,,,
Contig_54_156.812,.,gene,4786,6786,.,-,.,ID=gene-pgaptmp_000584;Name=pgaptmp_000584;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000584,,,,,,,,
Contig_54_156.812,Protein Homology,CDS,4786,6786,.,-,0,ID=cds-pgaptmp_000584;Parent=gene-pgaptmp_000584;Name=extdb:pgaptmp_000584;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874392.1;locus_tag=pgaptmp_000584;product=DUF237 domain-containing protein;protein_id=extdb:pgaptmp_000584;transl_table=4,,,,,,,,
Contig_54_156.812,.,gene,7064,7484,.,+,.,ID=gene-pgaptmp_000585;Name=pgaptmp_000585;end_range=7484,.;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000585;partial=true,,,,,,,
Contig_54_156.812,Protein Homology,CDS,7064,7484,.,+,0,ID=cds-pgaptmp_000585;Parent=gene-pgaptmp_000585;Name=extdb:pgaptmp_000585;end_range=7484,.;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014574846.1;locus_tag=pgaptmp_000585;partial=true;product=hypothetical protein;protein_id=extdb:pgaptmp_000585;transl_table=4,,,,,,,
Contig_55_327.783,Local,region,1,2080,.,+,.,ID=Contig_55_327.783:1..2080;Dbxref=taxon:2104;Name=ANONYMOUS;gbkey=Src;genome=chromosome;mol_type=genomic DNA;strain=Mympn_M547,,,,,,,,
Contig_55_327.783,.,gene,1,744,.,+,.,ID=gene-pgaptmp_000586;Name=pgaptmp_000586;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000586;partial=true;start_range=.,1,,,,,,,
Contig_55_327.783,Protein Homology,CDS,1,744,.,+,0,ID=cds-pgaptmp_000586;Parent=gene-pgaptmp_000586;Name=extdb:pgaptmp_000586;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014325518.1;locus_tag=pgaptmp_000586;partial=true;product=adhesin;protein_id=extdb:pgaptmp_000586;start_range=.,1;transl_table=4,,,,,,,
Contig_55_327.783,.,gene,832,1083,.,+,.,ID=gene-pgaptmp_000587;Name=pgaptmp_000587;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000587,,,,,,,,
Contig_55_327.783,Protein Homology,CDS,832,1083,.,+,0,ID=cds-pgaptmp_000587;Parent=gene-pgaptmp_000587;Name=extdb:pgaptmp_000587;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015344874.1;locus_tag=pgaptmp_000587;product=hypothetical protein;protein_id=extdb:pgaptmp_000587;transl_table=4,,,,,,,,
Contig_55_327.783,.,gene,1083,1634,.,+,.,ID=gene-pgaptmp_000588;Name=pgaptmp_000588;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000588,,,,,,,,
Contig_55_327.783,Protein Homology,CDS,1083,1634,.,+,0,ID=cds-pgaptmp_000588;Parent=gene-pgaptmp_000588;Name=extdb:pgaptmp_000588;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874457.1;locus_tag=pgaptmp_000588;product=DUF16 domain-containing protein;protein_id=extdb:pgaptmp_000588;transl_table=4,,,,,,,,
Contig_55_327.783,.,gene,1881,2080,.,-,.,ID=gene-pgaptmp_000589;Name=pgaptmp_000589;end_range=2080,.;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000589;partial=true,,,,,,,
Contig_55_327.783,GeneMarkS-2+,CDS,1881,2080,.,-,2,ID=cds-pgaptmp_000589;Parent=gene-pgaptmp_000589;Name=extdb:pgaptmp_000589;end_range=2080,.;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=pgaptmp_000589;partial=true;product=hypothetical protein;protein_id=extdb:pgaptmp_000589;transl_table=4,,,,,,,
Contig_56_314.88,Local,region,1,1459,.,+,.,ID=Contig_56_314.88:1..1459;Dbxref=taxon:2104;Name=ANONYMOUS;gbkey=Src;genome=chromosome;mol_type=genomic DNA;strain=Mympn_M547,,,,,,,,
Contig_56_314.88,.,pseudogene,1,872,.,+,.,ID=gene-pgaptmp_000590;Name=pgaptmp_000590;gbkey=Gene;gene_biotype=pseudogene;locus_tag=pgaptmp_000590;pseudo=true,,,,,,,,
Contig_56_314.88,Protein Homology,CDS,1,872,.,+,2,ID=cds-pgaptmp_000590;Parent=gene-pgaptmp_000590;Note=incomplete%3B partial in the middle of a contig%3B missing N-terminus and C-terminus;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874499.1;locus_tag=pgaptmp_000590;product=MgpC family cytadherence protein;pseudo=true;transl_table=4,,,,,,,,
Contig_57_116.424,Local,region,1,6152,.,+,.,ID=Contig_57_116.424:1..6152;Dbxref=taxon:2104;Name=ANONYMOUS;gbkey=Src;genome=chromosome;mol_type=genomic DNA;strain=Mympn_M547,,,,,,,,
Contig_57_116.424,.,gene,1,1182,.,+,.,ID=gene-pgaptmp_000591;Name=pgaptmp_000591;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000591;partial=true;start_range=.,1,,,,,,,
Contig_57_116.424,Protein Homology,CDS,1,1182,.,+,0,ID=cds-pgaptmp_000591;Parent=gene-pgaptmp_000591;Name=extdb:pgaptmp_000591;Ontology_term=GO:0006418;gbkey=CDS;go_process=tRNA aminoacylation for protein translation|0006418||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014325560.1;locus_tag=pgaptmp_000591;partial=true;product=class I tRNA ligase family protein;protein_id=extdb:pgaptmp_000591;start_range=.,1;transl_table=4,,,,,,,
Contig_57_116.424,.,gene,1210,1803,.,+,.,ID=gene-pgaptmp_000592;Name=pgaptmp_000592;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000592,,,,,,,,
Contig_57_116.424,Protein Homology,CDS,1210,1803,.,+,0,ID=cds-pgaptmp_000592;Parent=gene-pgaptmp_000592;Name=extdb:pgaptmp_000592;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874835.1;locus_tag=pgaptmp_000592;product=FMN-dependent NADH-azoreductase;protein_id=extdb:pgaptmp_000592;transl_table=4,,,,,,,,
Contig_57_116.424,.,gene,1807,2514,.,+,.,ID=gene-pgaptmp_000593;Name=pgaptmp_000593;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000593,,,,,,,,
Contig_57_116.424,Protein Homology,CDS,1807,2514,.,+,0,ID=cds-pgaptmp_000593;Parent=gene-pgaptmp_000593;Name=extdb:pgaptmp_000593;Ontology_term=GO:0006355,GO:0003677,GO:0005737;gbkey=CDS;go_component=cytoplasm|0005737||IEA;go_function=DNA binding|0003677||IEA;go_process=regulation of transcription%2C DNA-templated|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874834.1;locus_tag=pgaptmp_000593;product=YebC/PmpR family DNA-binding transcriptional regulator;protein_id=extdb:pgaptmp_000593;transl_table=4,,,,,,
Contig_57_116.424,.,gene,2517,3146,.,+,.,ID=gene-pgaptmp_000594;Name=pgaptmp_000594;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000594,,,,,,,,
Contig_57_116.424,Protein Homology,CDS,2517,3146,.,+,0,ID=cds-pgaptmp_000594;Parent=gene-pgaptmp_000594;Name=extdb:pgaptmp_000594;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874833.1;locus_tag=pgaptmp_000594;product=hypothetical protein;protein_id=extdb:pgaptmp_000594;transl_table=4,,,,,,,,
Contig_57_116.424,.,gene,3173,3826,.,+,.,ID=gene-pgaptmp_000595;Name=cmk;gbkey=Gene;gene=cmk;gene_biotype=protein_coding;locus_tag=pgaptmp_000595,,,,,,,,
Contig_57_116.424,Protein Homology,CDS,3173,3826,.,+,0,ID=cds-pgaptmp_000595;Parent=gene-pgaptmp_000595;Name=extdb:pgaptmp_000595;Ontology_term=GO:0015949,GO:0004127;gbkey=CDS;gene=cmk;go_function=cytidylate kinase activity|0004127||IEA;go_process=nucleobase-containing small molecule interconversion|0015949||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874832.1;locus_tag=pgaptmp_000595;product=(d)CMP kinase;protein_id=extdb:pgaptmp_000595;transl_table=4,,,,,,,
Contig_57_116.424,.,gene,3828,5177,.,+,.,ID=gene-pgaptmp_000596;Name=der;gbkey=Gene;gene=der;gene_biotype=protein_coding;locus_tag=pgaptmp_000596,,,,,,,,
Contig_57_116.424,Protein Homology,CDS,3828,5177,.,+,0,ID=cds-pgaptmp_000596;Parent=gene-pgaptmp_000596;Name=extdb:pgaptmp_000596;Ontology_term=GO:0042254,GO:0003924,GO:0005525,GO:0043022,GO:0005737;gbkey=CDS;gene=der;go_component=cytoplasm|0005737||IEA;go_function=GTPase activity|0003924||IEA,GTP binding|0005525||IEA,ribosome binding|0043022||IEA;go_process=ribosome biogenesis|0042254||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874831.1;locus_tag=pgaptmp_000596;product=ribosome biogenesis GTPase Der;protein_id=extdb:pgaptmp_000596;transl_table=4,,
Contig_57_116.424,.,gene,5214,6152,.,+,.,ID=gene-pgaptmp_000597;Name=pgaptmp_000597;end_range=6152,.;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000597;partial=true,,,,,,,
Contig_57_116.424,Protein Homology,CDS,5214,6152,.,+,0,ID=cds-pgaptmp_000597;Parent=gene-pgaptmp_000597;Name=extdb:pgaptmp_000597;end_range=6152,.;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_019830447.1;locus_tag=pgaptmp_000597;partial=true;product=hypothetical protein;protein_id=extdb:pgaptmp_000597;transl_table=4,,,,,,,
Contig_58_117.017,Local,region,1,90505,.,+,.,ID=Contig_58_117.017:1..90505;Dbxref=taxon:2104;Name=ANONYMOUS;gbkey=Src;genome=chromosome;mol_type=genomic DNA;strain=Mympn_M547,,,,,,,,
Contig_58_117.017,.,gene,154,495,.,-,.,ID=gene-pgaptmp_000598;Name=pgaptmp_000598;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000598,,,,,,,,
Contig_58_117.017,Protein Homology,CDS,154,495,.,-,0,ID=cds-pgaptmp_000598;Parent=gene-pgaptmp_000598;Name=extdb:pgaptmp_000598;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874563.1;locus_tag=pgaptmp_000598;product=hypothetical protein;protein_id=extdb:pgaptmp_000598;transl_table=4,,,,,,,,
Contig_58_117.017,.,gene,547,3369,.,+,.,ID=gene-pgaptmp_000599;Name=pgaptmp_000599;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000599,,,,,,,,
Contig_58_117.017,Protein Homology,CDS,547,3369,.,+,0,ID=cds-pgaptmp_000599;Parent=gene-pgaptmp_000599;Name=extdb:pgaptmp_000599;Ontology_term=GO:0009401;gbkey=CDS;go_process=phosphoenolpyruvate-dependent sugar phosphotransferase system|0009401||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_017532868.1;locus_tag=pgaptmp_000599;product=glucose PTS transporter subunit IIA;protein_id=extdb:pgaptmp_000599;transl_table=4,,,,,,,,
Contig_58_117.017,.,gene,3979,4863,.,+,.,ID=gene-pgaptmp_000600;Name=rpsB;gbkey=Gene;gene=rpsB;gene_biotype=protein_coding;locus_tag=pgaptmp_000600,,,,,,,,
Contig_58_117.017,Protein Homology,CDS,3979,4863,.,+,0,ID=cds-pgaptmp_000600;Parent=gene-pgaptmp_000600;Name=extdb:pgaptmp_000600;Ontology_term=GO:0006412,GO:0003735,GO:0000314,GO:0022627;gbkey=CDS;gene=rpsB;go_component=organellar small ribosomal subunit|0000314||IEA,cytosolic small ribosomal subunit|0022627||IEA;go_function=structural constituent of ribosome|0003735||IEA;go_process=translation|0006412||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014325403.1;locus_tag=pgaptmp_000600;product=30S ribosomal protein S2;protein_id=extdb:pgaptmp_000600;transl_table=4,,,,
Contig_58_117.017,.,gene,4856,7474,.,+,.,ID=gene-pgaptmp_000601;Name=pgaptmp_000601;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000601,,,,,,,,
Contig_58_117.017,Protein Homology,CDS,4856,7474,.,+,0,ID=cds-pgaptmp_000601;Parent=gene-pgaptmp_000601;Name=extdb:pgaptmp_000601;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014325404.1;locus_tag=pgaptmp_000601;product=cation-transporting P-type ATPase;protein_id=extdb:pgaptmp_000601;transl_table=4,,,,,,,,
Contig_58_117.017,.,gene,7461,9887,.,+,.,ID=gene-pgaptmp_000602;Name=secA;gbkey=Gene;gene=secA;gene_biotype=protein_coding;locus_tag=pgaptmp_000602,,,,,,,,
Contig_58_117.017,Protein Homology,CDS,7461,9887,.,+,0,ID=cds-pgaptmp_000602;Parent=gene-pgaptmp_000602;Name=extdb:pgaptmp_000602;Ontology_term=GO:0043952,GO:0015450,GO:0016887,GO:0009898;gbkey=CDS;gene=secA;go_component=cytoplasmic side of plasma membrane|0009898||IEA;go_function=protein-transporting ATPase activity|0015450||IEA,ATP hydrolysis activity|0016887||IEA;go_process=protein transport by the Sec complex|0043952||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874567.1;locus_tag=pgaptmp_000602;product=preprotein translocase subunit SecA;protein_id=extdb:pgaptmp_000602;transl_table=4,,,,
Contig_58_117.017,.,gene,9862,11835,.,+,.,ID=gene-pgaptmp_000603;Name=uvrB;gbkey=Gene;gene=uvrB;gene_biotype=protein_coding;locus_tag=pgaptmp_000603,,,,,,,,
Contig_58_117.017,Protein Homology,CDS,9862,11835,.,+,0,ID=cds-pgaptmp_000603;Parent=gene-pgaptmp_000603;Name=extdb:pgaptmp_000603;Ontology_term=GO:0006289,GO:0009381,GO:0009380;gbkey=CDS;gene=uvrB;go_component=excinuclease repair complex|0009380||IEA;go_function=excinuclease ABC activity|0009381||IEA;go_process=nucleotide-excision repair|0006289||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874568.1;locus_tag=pgaptmp_000603;product=excinuclease ABC subunit B;protein_id=extdb:pgaptmp_000603;transl_table=4,,,,,,
Contig_58_117.017,.,gene,11838,12245,.,+,.,ID=gene-pgaptmp_000604;Name=pgaptmp_000604;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000604,,,,,,,,
Contig_58_117.017,Protein Homology,CDS,11838,12245,.,+,0,ID=cds-pgaptmp_000604;Parent=gene-pgaptmp_000604;Name=extdb:pgaptmp_000604;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874569.1;locus_tag=pgaptmp_000604;product=DUF5426 family protein;protein_id=extdb:pgaptmp_000604;transl_table=4,,,,,,,,
Contig_58_117.017,.,gene,12350,15442,.,+,.,ID=gene-pgaptmp_000605;Name=pgaptmp_000605;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000605,,,,,,,,
Contig_58_117.017,Protein Homology,CDS,12350,15442,.,+,0,ID=cds-pgaptmp_000605;Parent=gene-pgaptmp_000605;Name=extdb:pgaptmp_000605;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_019830478.1;locus_tag=pgaptmp_000605;product=hypothetical protein;protein_id=extdb:pgaptmp_000605;transl_table=4,,,,,,,,
Contig_58_117.017,.,gene,15439,15855,.,-,.,ID=gene-pgaptmp_000606;Name=pgaptmp_000606;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000606,,,,,,,,
Contig_58_117.017,Protein Homology,CDS,15439,15855,.,-,0,ID=cds-pgaptmp_000606;Parent=gene-pgaptmp_000606;Name=extdb:pgaptmp_000606;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874571.1;locus_tag=pgaptmp_000606;product=hypothetical protein;protein_id=extdb:pgaptmp_000606;transl_table=4,,,,,,,,
Contig_58_117.017,.,gene,16131,17300,.,+,.,ID=gene-pgaptmp_000607;Name=pgaptmp_000607;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000607,,,,,,,,
Contig_58_117.017,Protein Homology,CDS,16131,17300,.,+,0,ID=cds-pgaptmp_000607;Parent=gene-pgaptmp_000607;Name=extdb:pgaptmp_000607;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874572.1;locus_tag=pgaptmp_000607;product=ABC transporter permease;protein_id=extdb:pgaptmp_000607;transl_table=4,,,,,,,,
Contig_58_117.017,.,gene,17293,18423,.,+,.,ID=gene-pgaptmp_000608;Name=pgaptmp_000608;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000608,,,,,,,,
Contig_58_117.017,Protein Homology,CDS,17293,18423,.,+,0,ID=cds-pgaptmp_000608;Parent=gene-pgaptmp_000608;Name=extdb:pgaptmp_000608;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874573.1;locus_tag=pgaptmp_000608;product=ABC transporter permease;protein_id=extdb:pgaptmp_000608;transl_table=4,,,,,,,,
Contig_58_117.017,.,gene,18425,19696,.,+,.,ID=gene-pgaptmp_000609;Name=pgaptmp_000609;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000609,,,,,,,,
Contig_58_117.017,Protein Homology,CDS,18425,19696,.,+,0,ID=cds-pgaptmp_000609;Parent=gene-pgaptmp_000609;Name=extdb:pgaptmp_000609;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014325407.1;locus_tag=pgaptmp_000609;product=ABC transporter ATP-binding protein;protein_id=extdb:pgaptmp_000609;transl_table=4,,,,,,,,
Contig_58_117.017,.,gene,19659,22214,.,+,.,ID=gene-pgaptmp_000610;Name=pgaptmp_000610;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000610,,,,,,,,
Contig_58_117.017,Protein Homology,CDS,19659,22214,.,+,0,ID=cds-pgaptmp_000610;Parent=gene-pgaptmp_000610;Name=extdb:pgaptmp_000610;Ontology_term=GO:0005524;gbkey=CDS;go_function=ATP binding|0005524||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874575.1;locus_tag=pgaptmp_000610;product=ATP-binding cassette domain-containing protein;protein_id=extdb:pgaptmp_000610;transl_table=4,,,,,,,,
Contig_58_117.017,.,gene,22270,22683,.,+,.,ID=gene-pgaptmp_000611;Name=rplK;gbkey=Gene;gene=rplK;gene_biotype=protein_coding;locus_tag=pgaptmp_000611,,,,,,,,
Contig_58_117.017,Protein Homology,CDS,22270,22683,.,+,0,ID=cds-pgaptmp_000611;Parent=gene-pgaptmp_000611;Name=extdb:pgaptmp_000611;Ontology_term=GO:0006412,GO:0003735,GO:0000315,GO:0022625;gbkey=CDS;gene=rplK;go_component=organellar large ribosomal subunit|0000315||IEA,cytosolic large ribosomal subunit|0022625||IEA;go_function=structural constituent of ribosome|0003735||IEA;go_process=translation|0006412||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874576.1;locus_tag=pgaptmp_000611;product=50S ribosomal protein L11;protein_id=extdb:pgaptmp_000611;transl_table=4,,,,
Contig_58_117.017,.,gene,22683,23363,.,+,.,ID=gene-pgaptmp_000612;Name=rplA;gbkey=Gene;gene=rplA;gene_biotype=protein_coding;locus_tag=pgaptmp_000612,,,,,,,,
Contig_58_117.017,Protein Homology,CDS,22683,23363,.,+,0,ID=cds-pgaptmp_000612;Parent=gene-pgaptmp_000612;Name=extdb:pgaptmp_000612;Ontology_term=GO:0006412,GO:0003735,GO:0000311,GO:0022625;gbkey=CDS;gene=rplA;go_component=plastid large ribosomal subunit|0000311||IEA,cytosolic large ribosomal subunit|0022625||IEA;go_function=structural constituent of ribosome|0003735||IEA;go_process=translation|0006412||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874577.1;locus_tag=pgaptmp_000612;product=50S ribosomal protein L1;protein_id=extdb:pgaptmp_000612;transl_table=4,,,,
Contig_58_117.017,.,gene,23363,23929,.,+,.,ID=gene-pgaptmp_000613;Name=pth;gbkey=Gene;gene=pth;gene_biotype=protein_coding;locus_tag=pgaptmp_000613,,,,,,,,
Contig_58_117.017,Protein Homology,CDS,23363,23929,.,+,0,ID=cds-pgaptmp_000613;Parent=gene-pgaptmp_000613;Name=extdb:pgaptmp_000613;Ontology_term=GO:0006412,GO:0004045;gbkey=CDS;gene=pth;go_function=aminoacyl-tRNA hydrolase activity|0004045||IEA;go_process=translation|0006412||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874578.1;locus_tag=pgaptmp_000613;product=aminoacyl-tRNA hydrolase;protein_id=extdb:pgaptmp_000613;transl_table=4,,,,,,,
Contig_58_117.017,.,gene,23922,24791,.,+,.,ID=gene-pgaptmp_000614;Name=tilS;gbkey=Gene;gene=tilS;gene_biotype=protein_coding;locus_tag=pgaptmp_000614,,,,,,,,
Contig_58_117.017,Protein Homology,CDS,23922,24791,.,+,0,ID=cds-pgaptmp_000614;Parent=gene-pgaptmp_000614;Name=extdb:pgaptmp_000614;Ontology_term=GO:0006400,GO:0016879;gbkey=CDS;gene=tilS;go_function=ligase activity%2C forming carbon-nitrogen bonds|0016879||IEA;go_process=tRNA modification|0006400||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874579.1;locus_tag=pgaptmp_000614;product=tRNA lysidine(34) synthetase TilS;protein_id=extdb:pgaptmp_000614;transl_table=4,,,,,,,
Contig_58_117.017,.,gene,24792,25730,.,+,.,ID=gene-pgaptmp_000615;Name=hprK;gbkey=Gene;gene=hprK;gene_biotype=protein_coding;locus_tag=pgaptmp_000615,,,,,,,,
